정류장번호,정류장명
DGB7111045300,냉천리1
DGB7111045400,냉천리2
DGB7111045500,대림생수
DGB7111045600,가창중학교건너
DGB7111045700,가창중학교앞
DGB7111045800,가창초등학교건너
DGB7111045900,가창초등학교앞
DGB7111046000,대일1리마을회관건너
DGB7111046100,가창119안전센터
DGB7111046200,주리(삼진식당)
DGB7111046300,옥분리(구진터)
DGB7111046400,주2리1
DGB7111046500,주2리(최정사입구)
DGB7111046600,옥분리1
DGB7111046700,옥분리마을회관앞
DGB7111046800,옥산정미소
DGB7111046900,담안마을1
DGB7111047000,담안마을2
DGB7111047100,송정마을1
DGB7111047200,송정마을2
DGB7111047300,삼산리입구건너
DGB7111047400,샛터마을입구
DGB7111047500,건영캐스빌건너
DGB7111047700,대실역(4번출구)
DGB7111047800,매곡초등학교앞
DGB7111047900,정대숲
DGB7111048000,무등1리3
DGB7111048100,묘2리(전마)
DGB7111048200,이현고개삼거리(시외방향)
DGB7111048300,대림생수앞
DGB7111048400,대1리용흥지건너
DGB7111048500,화남초등학교건너
DGB7111048600,화남초등학교앞
DGB7111048900,모개월앞
DGB7111049000,모개월입구
DGB7111049100,정대숲건너
DGB7111049200,구삼폭포앞
DGB7111049300,구삼폭포건너
DGB7111049400,명곡지구앞
DGB7111049500,교항2리마을입구
DGB7111049600,반송4교앞
DGB7111049700,반송4교건너
DGB7111049800,강정보(디아크문화관)건너
DGB7111049900,강정보(디아크문화관)입구
DGB7111050000,하빈농협건너
DGB7111050100,하빈농협입구
DGB7111050200,연젓마을입구
DGB7111050300,연젓마을건너
DGB7111050400,현풍새마을금고
DGB7111050500,새마을입구
DGB7111050600,새마을건너
DGB7111050900,강서소방서앞
DGB7111051000,명곡미래빌5단지건너
DGB7111051100,명곡미래빌5단지앞
DGB7111051200,신세월입구1
DGB7111051300,화원유원지건너
DGB7111051500,김흥리마을입구
DGB7111051600,달성소방서앞
DGB7111051700,목단2리2
DGB7111051800,구룡촌건너
DGB7111051900,구룡촌앞
DGB7111052000,설티고개(달성공단방면)
DGB7111052100,설티고개(옥포방면)
DGB7111052200,봉촌낙동길입구
DGB7111052300,봉촌낙동길입구건너
DGB7111052400,지산2길입구건너
DGB7111052500,지산2길입구
DGB7111052600,솔밭기세길입구
DGB7111052700,솔밭기세길건너
DGB7111052900,하나원전문장례식장
DGB7111053000,김흥2리건너
DGB7111053100,김흥2리앞
DGB7111053200,용연사시설집단지구앞
DGB7111053300,용연사시설집단지구건너
DGB7361000240,수서
DGB7361000241,이화3리
DGB7361000242,이화3리
DGB7361000249,창평1리
DGB7361000250,화계1리
DGB7361000251,화계1리
DGB7361000252,명산리
DGB7361000253,금매2리
DGB7361000254,금매2리
DGB7361000255,금매1리
DGB7361000256,거매리
DGB7361000257,거매리
DGB7361000258,거매리
DGB7361000259,거매리
DGB7361000260,장기1리
DGB7361000261,장군리
DGB7361000262,군위유통센타앞
DGB7361000263,장기1리
DGB7361000264,불로리
DGB7361000265,내리리
DGB7361000266,중구2리
DGB7361000267,효령-중구리
DGB7361000268,효령-중구리
DGB7361000269,병수리
DGB7361000270,병수리
DGB7361000271,무성2.3리
DGB7361000272,무성2.3리
DGB7361000273,무성리
DGB7361000274,무성리
DGB7361000275,금구2리(수서2리)
DGB7361000276,수서1리
DGB7361000277,수서1리
DGB7361000278,산법리
DGB7361000279,산법리
DGB7361000280,금구1리(수서1리)
DGB7361000281,군위공용버스터미널
DGB7361000282,군위우체국앞
DGB7361000283,군위읍사무소앞
DGB7361000284,군위읍사무소
DGB7361000285,가호1
DGB7361000286,금구1리(수서1리)
DGB7361000287,금매1리
DGB7361000291,보현2리
DGB7361000292,사리1리
DGB7361000293,석산리
DGB7361000294,송원1
DGB7361000295,외량3리
DGB7361000296,인곡리
DGB7361000297,학성2리-용아-괴산-장곡
DGB7361000298,서부리
DGB7361000299,서부리
DGB7361000300,오곡리
DGB7361000301,오곡리
DGB7361000302,오곡리
DGB7361000304,대북1리
DGB7361000307,동부사거리
DGB7361000308,동부사거리
DGB7361000309,상곡리-토일
DGB7361000310,용대리
DGB7361000311,용대리
DGB7361000312,광현3리
DGB7361000313,광현3리
DGB7361000314,광현2리
DGB7361000315,광현2리
DGB7361000316,광현1리
DGB7361000317,광현1리
DGB7361000318,우보역
DGB7361000319,우보역
DGB7361000320,나호2리
DGB7361000321,나호2리
DGB7361000322,나호3리
DGB7361000323,나호3리
DGB7361000324,나호1리
DGB7361000325,나호1리
DGB7361000326,노행리앞
DGB7361000327,노행리앞
DGB7361000328,노행2리
DGB7361000329,오천리
DGB7361000330,오천리
DGB7361000331,성리
DGB7361000333,봉산2리
DGB7361000334,봉산2리
DGB7361000335,봉산리
DGB7361000336,봉산리
DGB7361000337,달산2리
DGB7361000338,달산2리
DGB7051011600,봉덕시장건너2
DGB7051011700,봉덕시장앞1
DGB7051011800,팔레스호텔앞1
DGB7051011900,경일여자고등학교앞
DGB7051012000,경일여자고등학교건너
DGB7051012100,미리내맨션앞
DGB7051012200,미리내맨션건너
DGB7051012300,고산골입구
DGB7051012400,효성타운앞
DGB7051012500,중동교1
DGB7051012800,남구종합스포츠타운건너
DGB7051012900,남구종합스포츠타운앞
DGB7051013000,앞산공원관리사무소앞
DGB7051013200,앞산태왕아너스앞
DGB7051013300,대덕초등학교
DGB7051013400,남부경찰서앞
DGB7051013500,현충삼거리2
DGB7051013700,앞산공원관리사무소건너
DGB7051013800,태성맨션앞
DGB7051013900,태성맨션건너
DGB7051014200,골안골지하보도앞
DGB7051014300,팔레스호텔건너
DGB7051014400,앞산공원
DGB7051014500,앞산자락카페마실건너
DGB7051014600,팔레스호텔앞2
DGB7051014700,봉덕시장건너1
DGB7051014800,희망교1
DGB7051014900,골안골
DGB7051015000,삼성공원아파트건너
DGB7051015300,앞산힐스테이트앞
DGB7051015400,중동교2
DGB7051015500,앞산힐스테이트건너
DGB7051015600,성당시장앞1
DGB7051015700,앞산보성타운앞
DGB7051015800,남구청네거리2
DGB7051015900,명보약국앞
DGB7051016000,대명공연거리앞
DGB7051016100,앞산별자리체험학습장2
DGB7051016300,대성유니드앞
DGB7051016500,대덕초등학교건너
DGB7051016700,성명119안전센터건너2
DGB7051016800,봉명네거리1
DGB7051016900,봉명네거리2
DGB7051017000,봉명네거리3
DGB7051017100,남구청앞
DGB7051017200,남구청건너1
DGB7051017300,대성유니드건너
DGB7051017400,희망교2
DGB7051017500,성바울로성당앞
DGB7051017600,성바울로성당건너
DGB7061000100,수성요양병원
DGB7061000200,수성교2
DGB7061000300,범어쌍용예가건너(호텔라온제나)
DGB7061000400,수성교1
DGB7061000500,수성네거리2
DGB7061000600,수성네거리1
DGB7061000700,범어역(2번출구)
DGB7061000800,범어역(1번출구)
DGB7061000900,수성구청앞
DGB7061001000,수성구청건너
DGB7061001100,수성경찰서앞
DGB7061001200,수성경찰서건너
DGB7061001300,경신고등학교앞
DGB7061001400,경신고등학교건너
DGB7061001500,만촌역(2번출구)
DGB7061001600,만촌역(1번출구)2
DGB7061001700,구.남부정류장건너1
DGB7061001800,구.남부정류장앞1
DGB7061001900,구.남부정류장앞2
DGB7061002000,만촌육교1
DGB7061002100,만촌육교2
DGB7061002200,우방청솔맨션건너
DGB7111053400,푸르밀대구공장건너
DGB7111053500,본리근린공원건너
DGB7111053600,본리근린공원앞
DGB7111053700,서재들건너
DGB7111053800,다사체육공원앞
DGB7111053900,다사체육공원건너
DGB7111054100,다사초등학교앞
DGB7111054200,현풍중고등학교건너
DGB7111054300,달성우체국앞
DGB7111054400,현풍주공아파트앞
DGB7111054500,매곡초등학교건너
DGB7111054600,다사주공아파트앞
DGB7111054700,다사주공아파트건너
DGB7111054800,다사초등학교건너
DGB7111054900,다사역(4번출구)
DGB7111055000,퇴계마을앞
DGB7111055100,행정2리앞
DGB7111055200,퇴계마을건너
DGB7111055300,행정2리건너
DGB7111055400,다사역(3번출구)
DGB7111055600,노이2리건너
DGB7111055700,용화사건너
DGB7111055800,용화사앞
DGB7111055900,노이2리앞
DGB7111056000,행정1리앞
DGB7111056100,행정1리건너
DGB7111056300,사창마을앞
DGB7111056400,사창마을건너
DGB7111056500,달성기와앞
DGB7111056600,달성기와건너
DGB7111056700,정대숲앞
DGB7111056800,옥연지
DGB7111056900,옥연지건너
DGB7111057000,근린공원축구장건너
DGB7111057400,달성군민체육관건너
DGB7111057600,달성화성파크드림앞
DGB7111057800,근린공원축구장앞
DGB7111058000,한국클래드텍앞
DGB7111058100,한국클래드텍건너
DGB7111058300,(주)영화건너
DGB7111058400,신성중공업앞
DGB7111058600,서영기공앞
DGB7111058700,서영기공건너
DGB7111058800,현대메카닉스앞
DGB7111058900,현대메카닉스건너
DGB7111059000,달성2차산업단지출장소건너
DGB7111059100,(주)영화앞
DGB7111059200,신성중공업건너
DGB7111059400,달성2차산업단지출장소앞
DGB7111059500,과학마을청아람앞
DGB7111059600,달성군민체육관앞
DGB7111059700,유가차천1
DGB7111059800,유가차천
DGB7111059900,대1리용흥지앞
DGB7111060000,국가물산업클러스터건너
DGB7111060100,국가물산업클러스터앞
DGB7111060200,가창댐
DGB7111060300,가창댐1
DGB7111060400,대실역1
DGB7111060500,대실역2
DGB7111060600,심인고등학교건너
DGB7111060700,심인고등학교앞
DGB7111060800,대리마을앞
DGB7111060900,대구보훈요양원앞
DGB7111061000,대구보훈요양원건너
DGB7111061100,신성에스앤티앞
DGB7111061200,동성에스티에스건너
DGB7111061300,한서기전앞
DGB7111061400,신성에스앤티건너
DGB7111061500,한서기전건너
DGB7111061600,동성에스티에스앞
DGB7111061700,에이스이노텍앞
DGB7111061800,에이스이노텍건너
DGB7111061900,아주철강앞
DGB7361000339,달산리
DGB7361000340,달산리
DGB7361000341,화계
DGB7361000342,화계
DGB7361000343,정3리
DGB7361000344,달산2리-법주
DGB7361000345,달산1리
DGB7361000346,소보출발
DGB7361000347,신계리(소보정류장방면)
DGB7361000353,도산1리
DGB7361000354,소보정류장
DGB7361000355,달산1리
DGB7361000356,달산2리-법주
DGB7361000358,신계리(도산리우무실방면)
DGB7361000361,칠풍입구(도산리우무실방면)
DGB7361000366,매곡2리
DGB7361000367,매곡1리경로회관
DGB7361000368,고곡보건지소
DGB7361000369,고곡리
DGB7361000372,창평리
DGB7361000373,창평리
DGB7361000374,삼산2리
DGB7361000375,삼산2리
DGB7361000376,봉림1리
DGB7361000378,고곡보건지소
DGB7361000384,평호리
DGB7361000385,서경리
DGB7361000386,서경리
DGB7361000387,도산리
DGB7361000388,도산리
DGB7361000389,도산1리
DGB7361000390,도산2리
DGB7361000391,송원리
DGB7361000392,송원리
DGB7361000393,봉황3리
DGB7361000394,달산2리
DGB7361000395,달산2리
DGB7361000396,달산2리-홈골
DGB7361000397,달산2리-홈골
DGB7361000398,달산2리
DGB7361000399,달산2리
DGB7361000400,위성리
DGB7361000401,위성리
DGB7361000402,복성리
DGB7361000403,복성리
DGB7361000404,사리1리-중산
DGB7361000405,사리1리-중산
DGB7361000406,사리2리
DGB7361000408,위성2리
DGB7361000409,내의1리
DGB7361000412,내의3리
DGB7361000413,봉황3리
DGB7361000414,삽령리
DGB7361000415,외량리
DGB7361000416,외량리
DGB7361000417,내량2리
DGB7361000418,내량2리
DGB7361000419,내량2리
DGB7361000420,외량2리
DGB7361000421,외량2리
DGB7361000422,외량리
DGB7361000423,정리
DGB7361000424,정리
DGB7361000426,정리
DGB7361000427,정리
DGB7361000428,사직1리
DGB7361000429,사직1리
DGB7361000430,사직2리
DGB7361000431,사직2리
DGB7361000432,수서1리
DGB7361000438,남산1리
DGB7361000439,남산리
DGB7361000440,남산리
DGB7361000441,동산1리
DGB7361000442,동산1리
DGB7361000443,대율리
DGB7361000444,대율리
DGB7361000445,대율1리
DGB7361000446,대율1리
DGB7361000448,춘산리
DGB7361000449,춘산리(현창)
DGB7361000450,창평1리
DGB7361000451,백학2리
DGB7361000452,백학2리
DGB7361000453,삼산2리
DGB7361000454,삼산2리
DGB7361000455,삼산2리
DGB7061002300,우방청솔맨션앞
DGB7061002400,만촌태왕리더스건너(남편)
DGB7061002700,만촌천주교회앞
DGB7061002900,만촌그린빌라건너
DGB7061003000,동원초등학교남편
DGB7061003100,동원초등학교건너
DGB7061003200,법원어린이집
DGB7061003400,도시철도수성구청역북편1
DGB7061003500,도시철도수성구청역북편2
DGB7061003600,그랜드호텔앞
DGB7061003700,그랜드호텔건너
DGB7061003800,여성메디파크
DGB7061003900,범어쌍용예가앞
DGB7061004000,수성3가롯데캐슬앞
DGB7061004100,수성3가롯데캐슬건너
DGB7061004200,수성시장네거리2
DGB7061004300,수성시장네거리1
DGB7061004400,동성초등학교앞
DGB7061004500,수성롯데캐슬더퍼스트앞
DGB7061004600,한가람타운앞
DGB7061004700,대구고용복지플러스센터건너
DGB7061004800,대구고용복지플러스센터앞
DGB7061004900,법원건너
DGB7061005000,법원앞
DGB7061005100,신천시장건너
DGB7061005200,신천시장앞
DGB7061005300,동일초등학교앞
DGB7061005400,동일초등학교건너
DGB7061005500,수성시장앞
DGB7061005600,수성시장건너
DGB7061005700,대구시교육청앞
DGB7061005800,우방신세계타운앞
DGB7061005900,남산고등학교앞
DGB7061006000,화성쌍용타운앞2
DGB7061006100,대구중앙중학교앞
DGB7061006200,대구중앙중학교건너
DGB7061006300,효목네거리1
DGB7061006400,효목네거리2
DGB7061006500,수성시니어클럽앞
DGB7061006600,만촌1동 느지안전마을
DGB7061006700,만촌초등학교앞
DGB7061006800,청구시장북편건너
DGB7061006900,청구시장북편
DGB7061007000,청구시장앞
DGB7061007100,차량등록사업소건너2
DGB7061007200,새범어아파트건너
DGB7061007300,새범어아파트앞
DGB7061007400,범어2동1
DGB7061007500,범어2동2
DGB7061007600,동대구LPG충전소앞
DGB7061007700,동대구LPG충전소건너
DGB7061007800,우방만촌하이츠앞
DGB7061007900,동부중학교건너
DGB7061008000,동부중학교앞
DGB7061008100,만촌초등학교건너2
DGB7061008200,만촌초등학교건너1
DGB7061008300,상동교2
DGB7061008400,화성전문요양원건너
DGB7061008500,상동가압장건너
DGB7061008600,수성못코오롱하늘채
DGB7061008700,송원맨션앞
DGB7061008800,송원맨션건너
DGB7061008900,파동1차시장건너
DGB7061009000,파동1차시장앞
DGB7061009100,신세계주유소건너
DGB7061009200,신세계주유소앞
DGB7061009300,대자연맨션건너
DGB7061009400,대자연맨션
DGB7061009500,2차대자연맨션앞
DGB7061009600,파동우체국앞
DGB7111062000,아주철강건너
DGB7111062100,강창교2(다사방향)
DGB7111062200,죽곡푸르지오2단지1
DGB7111062300,죽곡푸르지오2단지2
DGB7111062400,교항리마을입구건너
DGB7111062600,화동초등학교건너
DGB7111062700,달성군선거관리위원회앞
DGB7111062800,달성군선거관리위원회건너
DGB7111062900,화동초등학교앞
DGB7111063100,상당마을
DGB7111063200,터실마을
DGB7111063300,현풍읍행정복지센터앞
DGB7111063400,현풍읍행정복지센터건너
DGB7111063500,달성문화원앞
DGB7111063600,달성문화원건너
DGB7111063700,달성도서관입구
DGB7111063800,달성도서관건너
DGB7111063900,달성스포츠파크건너
DGB7111064000,달성스포츠파크앞
DGB7111064100,가태리마을회관앞
DGB7111064200,가태리마을회관건너
DGB7111064300,가태2리마을입구
DGB7111064400,학산아파트앞
DGB7111064500,학산아파트건너
DGB7111064700,세하건너
DGB7111064800,한국생산기술연구원앞
DGB7111064900,한국생산기술연구원건너
DGB7111065000,국립대구과학관정문앞
DGB7111065100,국립대구과학관정문건너
DGB7111065200,IHL앞
DGB7111065300,IHL건너
DGB7111065400,세하앞
DGB7111065600,김흥1리앞
DGB7111065700,김흥1리건너
DGB7111065800,무등보건진료소앞
DGB7111065900,무등보건진료소건너
DGB7111066000,정대2리마을회관건너
DGB7111066100,정대2리(잿들마을)앞
DGB7111066200,정대2리(잿들마을)건너
DGB7111066300,정대2리(마내미골)종점
DGB7111066400,두천마을입구
DGB7111066500,두천마을건너
DGB7111066600,동곡치안센터앞
DGB7111066700,포산중학교앞
DGB7111066800,포산중학교건너
DGB7111066900,대구보훈요양원
DGB7111067000,유가읍사무소앞
DGB7111067100,유가읍사무소건너
DGB7111067200,중뫼마을앞
DGB7111067300,중뫼마을건너
DGB7111067500,용금공단앞
DGB7111067600,용금공단건너
DGB7111067700,녹동서원건너
DGB7111067800,대암2리1
DGB7111067900,차천네거리1
DGB7111068000,차천네거리2
DGB7111068100,포산고등학교1
DGB7111068200,포산고등학교2
DGB7111068300,유곡사거리1
DGB7111068400,유곡사거리2
DGB7111068500,진아리채앞
DGB7111068600,하나리움앞
DGB7111068700,제일풍경채앞
DGB7111068800,제일풍경채건너
DGB7111069100,방천리공영차고지
DGB7111069700,다사농협세천지점앞
DGB7111069800,다사농협세천지점건너
DGB7111069900,이진캐스빌건너
DGB7111070000,이진캐스빌앞
DGB7111070100,중흥S클래스건너
DGB7111070200,쌍계리
DGB7111070300,세천초등학교건너
DGB7361000456,삼산2리
DGB7361000457,봉림1리
DGB7361000458,무암1리
DGB7361000459,무암1리
DGB7361000460,운산
DGB7361000461,운산
DGB7361000462,운산리
DGB7361000463,운산리
DGB7361000464,화본1리
DGB7361000465,화본1리
DGB7361000466,화본리
DGB7361000467,화본리
DGB7361000468,화전리
DGB7361000483,이화3리
DGB7361000484,이화3리
DGB7361000485,수서2리
DGB7361000486,수서2리
DGB7361000487,화전2리
DGB7361000488,화전2리
DGB7361000489,이지리
DGB7361000490,이지리
DGB7361000491,의흥면보건지소
DGB7361000492,의흥면보건지소
DGB7361000493,읍내1리
DGB7361000494,읍내1리
DGB7361000495,읍내2리-의흥정류소
DGB7361000496,읍내2리-의흥정류소
DGB7361000498,원산3리
DGB7361000499,원산1리
DGB7361000501,원산2리
DGB7361000502,금양1리
DGB7361000505,금양1리
DGB7361000506,화수1리
DGB7361000507,화수1리
DGB7361000508,화수리
DGB7361000509,화수2리
DGB7361000510,화수1리
DGB7361000511,화수1리
DGB7361000512,인각사
DGB7361000513,인각사
DGB7361000514,학성1리
DGB7361000515,학성1리
DGB7361000516,괴산리
DGB7361000517,양지리
DGB7361000518,양지리
DGB7361000519,양지리
DGB7361000520,양지리
DGB7361000521,가암리
DGB7361000522,가암2리
DGB7361000523,가암2리
DGB7361000524,가암1리
DGB7361000525,가암1리
DGB7361000526,가암1리
DGB7361000527,가암1리
DGB7361000528,낙전리
DGB7361000529,낙전리
DGB7361000530,석산리
DGB7361000531,학암1리
DGB7361000532,학암2리
DGB7361000533,연계2리
DGB7361000534,연계2리
DGB7361000535,지호1리-안태동
DGB7361000536,지호1리-안태동
DGB7361000537,연계1리
DGB7361000538,신덕1리
DGB7361000539,신덕1리
DGB7361000540,파전리
DGB7361000541,파전리
DGB7361000542,수북1리-하리마을
DGB7361000543,수북1리-하리마을
DGB7361000545,이화
DGB7361000546,이화
DGB7361000547,우보
DGB7361000548,우보
DGB7361000549,우보정류장
DGB7361000550,이화2리
DGB7361000551,이화2리
DGB7361000552,선곡2리
DGB7361000553,선곡2리
DGB7361000554,용대리
DGB7361000555,용대리
DGB7361000556,하곡리-속골
DGB7361000557,하곡리-속골
DGB7361000558,하곡리-동리
DGB7361000559,하곡리-동리
DGB7361000560,군위국민체육센터
DGB7361000561,군위국민체육센터
DGB7011032600,동호육교2
DGB7011032700,동호육교1
DGB7011032800,영조아파트건너
DGB7011032900,영조아파트앞
DGB7011033000,상록아파트
DGB7011033100,동호초등학교건너
DGB7011033200,태왕메트로시티앞
DGB7011033300,바른병원건너
DGB7011033400,동촌역(2번출구)
DGB7011033500,도동교1
DGB7011033600,도동교2
DGB7011033700,도동제1경로당건너
DGB7011033800,도동제1경로당앞
DGB7011033900,갓골건너
DGB7011034000,갓골앞
DGB7011034100,효신초등학교앞
DGB7011034300,송정삼거리2
DGB7011034400,용계동2
DGB7011034500,조일고등학교(종점)
DGB7011034900,삼육구가든앞
DGB7011035000,삼육구가든건너
DGB7011035100,화전동2
DGB7011035300,용계동1
DGB7011035500,신천3동행정복지센터앞
DGB7011035600,방촌맨션앞
DGB7011035700,팔공학생야영장앞
DGB7011035800,K2관사입구(종점)
DGB7011035900,공산댐앞
DGB7011036000,갓바위
DGB7011036100,구둔산
DGB7011036300,동화시설집단지구(종점)2(대구시민안전테마파크)
DGB7011037700,다리골
DGB7011037800,태왕메트로시티건너
DGB7011037900,반야월역(3번출구)
DGB7011038000,각산역(2번출구)
DGB7011038100,각산역(1번출구)
DGB7011038200,반야월역(4번출구)2
DGB7011038600,경주최씨종가2
DGB7011038700,상동마을(둔산길)
DGB7011038900,대구동촌유치원
DGB7011039000,동촌해성아파트앞
DGB7011039100,대원사입구
DGB7011039200,진인동(진정마을)1
DGB7011039600,중대1동회관앞
DGB7011039700,한걸고정마을
DGB7011039800,반야월모란1차아파트
DGB7011039900,안심지구대앞
DGB7011040000,안심중학교건너
DGB7011040100,신덕마을입구
DGB7011040200,공산파출소
DGB7011040400,용계삼거리4
DGB7011040500,용계삼거리2
DGB7011040600,대구신문사
DGB7011040800,중리마을
DGB7011040900,팔공3차보성타운건너
DGB7011041000,팔공3차보성타운앞
DGB7011041100,대구연경아이파크아파트건너
DGB7011041200,대구연경아이파크아파트앞
DGB7011041300,불로화훼단지앞
DGB7011041500,능성동예비군훈련장
DGB7011041600,봉무공원건너
DGB7011041800,한국폴리텍대학(영남융합기술캠퍼스)
DGB7011041900,원불교앞
DGB7011042000,이시아폴리스더샵1단지
DGB7011042100,송정동3
DGB7011042200,송정동4
DGB7011042500,당정마을입구
DGB7011042600,팔공한마음주유소
DGB7011042700,덕곡(대구선명학교)
DGB7011042800,덕곡(달구벌고교)
DGB7011042900,팔공한마음주유소건너
DGB7011043000,당정마을입구건너
DGB7011043100,칡골마을앞
DGB7011060400,율하천4교2
DGB7011060500,율하천5교1
DGB7011060600,율하천5교2
DGB7011060700,송호지서편1
DGB7011060800,송호지서편2
DGB7011060900,항공교통본부앞
DGB7011061000,항공교통본부건너
DGB7011061100,율하천6교1
DGB7011061200,율하천6교2
DGB7011061300,안심고가교하부1
DGB7011061400,율하고가교1
DGB7011061500,조양회관
DGB7011061600,숙천초교앞
DGB7011061700,서한이다음4차앞
DGB7011061800,LH14단지아파트
DGB7011061900,서한이다음4차건너
DGB7011062000,숙천초교건너
DGB7011062100,인산마을회관건너
DGB7011062200,인산마을회관앞
DGB7011062300,팔공산도림사추모공원
DGB7011062400,내곡동마을회관
DGB7011062500,숙천2동마을회관앞
DGB7011062600,LH13단지아파트앞
DGB7011062700,숙천2동마을회관건너
DGB7011062800,강동초교건너
DGB7011062900,영조아파트3단지앞
DGB7011063000,강동초교앞
DGB7011063100,안심역코오롱하늘채앞
DGB7011063200,조양회관건너
DGB7011063300,안심도서관1(서편)
DGB7011063400,안심도서관2(서편)
DGB7011063500,신서화성파크드림아파트
DGB7011063600,신서그린빌아파트
DGB7011063700,새론중학교남편1
DGB7011063800,새론중학교남편2
DGB7011063900,대구혁신LH4단지아파트
DGB7011064000,대구일과학고등학교
DGB7011064100,위남마을
DGB7011064200,이시아폴리스더샵1단지남편
DGB7011064300,연경뉴웰시티아파트건너
DGB7011064400,연경뉴웰시티아파트앞
DGB7011064500,효목1동행정복지센터
DGB7011064501,효목시장(남편)
DGB7011064502,효목2동행정복지센터
DGB7011064503,태왕메트로시티후문
DGB7011064600,덕곡동
DGB7011064700,팔공유치원건너
DGB7011064701,팔공유치원앞
DGB7011064702,팔공초중학교건너
DGB7011064703,팔공초중학교앞
DGB7011064800,동대구해모로웨스트아파트
DGB7011064900,미곡교1
DGB7011064901,미곡교2
DGB7011065000,중심마을1
DGB7011065100,자리미마을1
DGB7011065101,자리미마을2
DGB7011065102,상중심마을1
DGB7011065103,상중심마을2
DGB7011065200,부남교1
DGB7011065300,신무교1
DGB7011065301,신무교2
DGB7011065400,신무1교1
DGB7011065500,신무1교2
DGB7011065600,도학교2
DGB7011065700,도학교1
DGB7011065800,용진마을건너
DGB7011065801,용진마을앞
DGB7011065900,금강역1
DGB7011066000,금강역2
DGB7011066100,농연서당1
DGB7011066200,농연서당2
DGB7011066300,용수동당산1
DGB7021014100,북침산치안센터건너
DGB7021014200,북침산치안센터앞
DGB7021014300,침산초등학교앞
DGB7021014400,침산초등학교건너
DGB7021014500,북구보건소앞
DGB7021014600,북구보건소건너
DGB7021014700,침산3동행정복지센터
DGB7021014800,명성푸르지오앞
DGB7021014900,명성푸르지오건너
DGB7021015000,침산화성파크드림앞
DGB7021015100,침산화성파크드림건너
DGB7021015200,성북교1
DGB7021015300,성북교2
DGB7021015400,대구시산격청사건너1
DGB7021015500,대구시산격청사앞
DGB7021015600,성북시장건너
DGB7021015700,성북시장앞
DGB7021015800,대산초등학교건너
DGB7021015900,대산초등학교앞
DGB7021016000,산격주공아파트건너
DGB7021016100,산격주공아파트앞
DGB7021016200,연암네거리1
DGB7021016300,연암네거리2
DGB7021016400,백사벌네거리1
DGB7021016500,백사벌네거리2
DGB7021016600,무림제지앞1
DGB7021016700,북부상수도사업소
DGB7021016800,무림제지건너
DGB7021016900,침산초등학교후문
DGB7021017000,경상여자고등학교건너
DGB7021017100,경상여자고등학교앞
DGB7021017200,침산남영타운건너
DGB7021017300,침산남영타운앞
DGB7021017400,노원네거리1(오봉새마을금고앞)
DGB7021017500,노원네거리2(오봉새마을금고건너)
DGB7021017600,만평역(서대구고속버스터미널)1
DGB7021017700,만평역(서대구고속버스터미널)2
DGB7021017800,트레이더스홀세일클럽비산점건너
DGB7021017900,트레이더스홀세일클럽비산점앞
DGB7021018000,공단역1
DGB7021018100,대백인터빌앞
DGB7021018200,대백인터빌건너
DGB7021018300,코스트코홀세일건너/복현화성타운앞
DGB7021018400,코스트코홀세일앞/복현화성타운건너
DGB7021018500,검단유성아파트건너
DGB7021018600,검단유성아파트앞
DGB7021018700,성광고등학교앞
DGB7021018800,성광고등학교건너
DGB7021018900,검단동행정복지센터앞
DGB7021019000,검단동행정복지센터건너
DGB7021019100,검단상가아파트건너
DGB7021019300,농수산물도매시장앞
DGB7021019400,검단유성아파트(서편)
DGB7021019600,경동산업앞
DGB7021019700,대구우편집중국앞
DGB7021019800,엑스코건너
DGB7021019900,텍스빌
DGB7021020000,복현네거리
DGB7021020100,신암공원
DGB7021020200,영진고등학교앞
DGB7021020300,영진고등학교건너
DGB7021020400,영진전문대학교후문앞
DGB7021020500,영진전문대학교후문건너
DGB7021020600,복현오거리1
DGB7021020700,신세계병원건너
DGB7021020800,신세계병원앞
DGB7021020900,산격대우아파트앞
DGB7021021000,산격종합시장앞
DGB7021036000,메트로시티건너
DGB7021036100,메트로시티앞
DGB7021036200,두성파크아파트건너
DGB7021036300,태현초등학교앞
DGB7021036400,이곡마을2
DGB7021036500,칠곡한신아파트건너
DGB7021036600,칠곡한신아파트앞2
DGB7021036800,운암지공원1
DGB7021036900,부영7단지앞
DGB7021037000,부영7단지건너
DGB7021037100,그린빌4단지건너
DGB7021037200,그린빌4단지앞
DGB7021037300,그린빌4단지
DGB7021037500,운암초등학교앞
DGB7021037600,운암초등학교건너
DGB7021037700,화성센트럴파크
DGB7021037800,부영3단지
DGB7021038000,칠곡3차화성타운2
DGB7021038100,칠곡그린파크1
DGB7021038200,칠곡부영1단지
DGB7021038300,동화골든빌(동편)
DGB7021038400,동화골든빌(남편)
DGB7021038500,동화골든빌건너(남편)
DGB7021038600,강북경찰서건너
DGB7021038700,강북경찰서앞
DGB7021038800,칠곡그린빌3차건너
DGB7021038900,칠곡그린빌3차앞
DGB7021039000,학남초등학교앞
DGB7021039100,학남초등학교건너
DGB7021039200,학남고등학교앞
DGB7021039300,학남고등학교건너
DGB7021039400,국우동현대아파트앞
DGB7021039500,북구구민운동장앞
DGB7021039600,북구구민운동장건너
DGB7021039700,칠곡그린빌5단지앞
DGB7021039800,칠곡그린빌5단지건너
